formula,composition_str,gap pbe
CdSnAu,Cd1 Sn1 Au1,0.0
Li3AgF4,Li24 Ag8 F32,2.6452
K2BiAuCl6,K2 Bi1 Au1 Cl6,0.9146000000000001
BaPr2In2O7,Ba4 Pr8 In8 O28,2.4250000000000003
SrThF6,Sr1 Th1 F6,5.1335999999999995
NbO2F,F4 Nb4 O8,1.6515
Ti2Be17,Be17 Ti2,0.0
Th(SiPt)2,Th2 Si4 Pt4,0.0
PNCl2,P16 N16 Cl32,3.5985
Sr(MnP)2,P2 Mn2 Sr1,0.0
Mg6TiCd,Mg6 Ti1 Cd1,0.0
In2AgTe3I,In2 Ag1 Te3 I1,0.45500000000000007
Hf3(Ga2Cu)2,Hf6 Ga8 Cu4,0.0
Zr37Mo15P4,Zr37 Mo15 P4,0.0
Ti2Al2CrCuS8,Ti2 Al2 Cr1 Cu1 S8,0.0
Li4Si4Bi2O13,Li8 Si8 Bi4 O26,2.3108999999999997
YbErPt2,Yb1 Er1 Pt2,0.0
BaScO2F,Ba1 Sc1 O2 F1,3.1634
Nd4CdPt,Nd16 Cd4 Pt4,0.0
KTm(CO3)2,K2 Tm2 C4 O12,4.3865
YbGa2Ni3,Yb3 Ga6 Ni9,0.0
Ce2Cu11Au,Ce4 Cu22 Au2,0.0
SmPdPb,Sm3 Pd3 Pb3,0.0
La3Er,La3 Er1,0.0
ScTl(MoO4)2,Sc4 Tl4 Mo8 O32,3.6563000000000003
Eu2ZnGe3,Eu4 Zn2 Ge6,0.0
Nd(PRu)2,Nd1 P2 Ru2,0.0
Nd2Be2GeO7,Nd4 Be4 Ge2 O14,4.4022
Li2Mn2CoO6,Li4 Mn4 Co2 O12,1.0768
Mn3(HO3)2,Mn3 H2 O6,0.04789999999999983
TmBrO,Tm2 Br2 O2,4.3469
CaB5H4O9,Ca4 B20 H16 O36,1.9356
GdH6C4NO9,Gd2 H12 C8 N2 O18,3.0599000000000003
CsBe2BO3F2,Cs1 Be2 B1 O3 F2,6.0015
GdErCo4,Gd1 Er1 Co4,0.0
ErTa5Ag2O15,Er2 Ta10 Ag4 O30,2.5844000000000005
YbIn4Pd,Yb2 In8 Pd2,0.0
Rb2Bi4O7,Rb16 Bi32 O56,2.6064000000000003
BaYb2(MoO4)4,Yb4 Ba2 Mo8 O32,0.0
Fe3BO5,B2 O10 Fe6,0.9327000000000001
LaMg12,La1 Mg12,0.0
Ti3Ag,Ti3 Ag1,0.0
DyAs,As1 Dy1,0.0
Li4V2Fe3Ni3O16,Li4 V2 Fe3 Ni3 O16,0.0
Ca(InCu)6,Ca1 In6 Cu6,0.0
YMg30ZnO32,Y1 Mg30 Zn1 O32,0.3522999999999996
SrCd2Pd,Sr2 Cd4 Pd2,0.0
Li5TlIn,Li5 Tl1 In1,0.0
ErGa2Pd,Er2 Ga4 Pd2,0.0
Rb2Li14Pr3O14,Li14 O14 Rb2 Pr3,0.0
Mg2NiB2Ir5,Mg4 Ni2 B4 Ir10,0.0
Li24TiCr11O36,Li24 Ti1 Cr11 O36,0.9087000000000001
FeH10S2NO11,Fe4 H40 S8 N4 O44,2.4543
KNb3(PO5)3,K4 Nb12 P12 O60,0.01639999999999997
ScCl,Cl2 Sc2,0.0
MnH10CNCl3O2,Mn4 H40 C4 N4 Cl12 O8,3.8341
RbLaSe2,Se2 Rb1 La1,2.32
MnGe,Mn4 Ge4,0.0
Na2BiAsCO7,Na4 Bi2 As2 C2 O14,3.4952
GdMoClO4,Gd2 Mo2 Cl2 O8,2.4125
SrLuCuSe3,Sr2 Lu2 Cu2 Se6,1.1246000000000005
LiSm2RuO6,Li2 Sm4 Ru2 O12,0.35440000000000005
BaCa(CO3)2,Ba3 Ca3 C6 O18,4.126200000000001
Li3Mn3WO8,Li3 Mn3 W1 O8,0.0
Li2Cr3FeO8,Li2 Cr3 Fe1 O8,0.0
CeF3,Ce6 F18,0.1993999999999998
BaNaSr3(SbO4)3,Ba2 Na2 Sr6 Sb6 O24,1.9230999999999998
GaFe3,Fe3 Ga1,0.0
K9(NbAs3)2,K18 Nb4 As12,0.607
Mo12PO40,Mo24 P2 O80,0.2359
Sr5Ca3Mn4(FeO5)4,Sr20 Ca12 Mn16 Fe16 O80,0.0
Li2Ni(PO4)2,Li8 Ni4 P8 O32,0.0
Ca4H16C8O25,Ca4 H16 C8 O25,0.0
ScGa2,Sc2 Ga4,0.0
TbTlS2,Tb1 Tl1 S2,2.3822999999999994
Dy5BiPd2,Dy10 Bi2 Pd4,0.0
BaSr4Cl10,Ba1 Sr4 Cl10,5.1654
LiZnPO4,Li16 Zn16 P16 O64,4.1939
Ni2H,Ni2 H1,0.0
Lu(SiPd)2,Si2 Pd2 Lu1,0.0
Ho2CuGe4,Ho2 Cu1 Ge4,0.0
SmMgZn2,Sm1 Mg1 Zn2,0.0
La2MnCoO6,La4 Mn2 Co2 O12,0.8296999999999999
Li4Mn3(SnO5)2,Li8 Mn6 Sn4 O20,0.45670000000000055
Sr2PrGaCu2O7,Pr2 Sr4 Cu4 Ga2 O14,0.0
ErCu(WO4)2,O16 Cu2 Er2 W4,1.2104
CsBi3Se5,Cs4 Bi12 Se20,0.9987999999999997
RbNb2PS10,P2 S20 Rb2 Nb4,1.5518
Ca2Ti6N2O11,Ca2 Ti6 N2 O11,1.9882999999999997
PrNiB4,Pr4 Ni4 B16,0.0
NaYb(PS3)2,Na2 P4 S12 Yb2,1.696
CaCeAl2FeSi3O13,Ca2 Ce2 Al4 Fe2 Si6 O26,0.21989999999999998
MnGeRh2,Mn1 Ge1 Rh2,0.0
MnP4O11,Mn4 P16 O44,3.9178
Yb2CuTe2(SO7)2,Yb2 Cu1 Te2 S2 O14,0.0
Te2MoW2(SeS)2,Te2 Mo1 W2 Se2 S2,0.0
Ce4Mn3Sb8,Ce4 Mn3 Sb8,0.0
RbMnCl3,Rb6 Mn6 Cl18,1.3133000000000001
LiMn(PO3)4,Li4 Mn4 P16 O48,1.3282
CsDyBr3,Cs2 Dy2 Br6,0.0
HoSeF,Ho12 Se12 F12,2.1001999999999996
Cs4Ti3S14,Cs8 Ti6 S28,1.2939999999999996
SrIn2,Sr2 In4,0.0
CrAgS2,Cr1 Ag1 S2,0.0
LiYPd2,Li1 Y1 Pd2,0.0
Sn(WO3)18,Sn2 W36 O108,0.0
KIn(MoSe)6,K1 In1 Mo6 Se6,0.8795999999999995
La2Bi2S4OF,La2 Bi2 S4 O1 F1,0.0
Rb2NaInF6,Rb2 Na1 In1 F6,5.2687
Sm3GaCoSe7,Sm6 Ga2 Co2 Se14,0.1349999999999998
Sm2Sc3Si4,Sm8 Sc12 Si16,0.0
Y(IO3)3,Y4 I12 O36,3.5241
SrCrO3,Sr14 Cr14 O42,0.5876000000000001
YHoMg2,Y1 Ho1 Mg2,0.0
KSn2F5,K1 Sn2 F5,2.1253
GaAgO2,Ga4 Ag4 O8,0.2972999999999999
HfAg,Ag2 Hf2,0.0
Tm2IrOs,Tm2 Ir1 Os1,0.0
Ga2RuPt,Ga2 Ru1 Pt1,0.0
Pr(Re2Si)2,Pr1 Re4 Si2,0.0
Cd2GaAg(SeS)2,Cd2 Ga1 Ag1 Se2 S2,0.006699999999999928
LiCa2Ge,Li1 Ca2 Ge1,0.0
Na3VPCO7,Na6 V2 P2 C2 O14,2.1544
HoCuSe2,Ho1 Cu1 Se2,1.1051000000000002
MnAlRu2,Mn1 Al1 Ru2,0.0
ErNiSn4,Er2 Ni2 Sn8,0.0
Na4Ga4Si19,Na8 Ga8 Si38,0.41720000000000024
Li3V7O12,Li3 V7 O12,1.0818999999999996
Ba2UCuO6,O6 Cu1 Ba2 U1,0.17130000000000045
NaCd3,Na1 Cd3,0.0
LiNbO3,O6 Li2 Nb2,2.3243
Sr3BCNCl2,Sr12 B4 C4 N4 Cl8,1.8787999999999996
Mg3Zr,Mg3 Zr1,0.0
Rb3ZnH5,Rb6 Zn2 H10,3.2933000000000003
GaAs,Ga2 As2,0.19419999999999993
K2SnO2,K8 Sn4 O8,1.5380999999999998
SrGaF5,Sr8 Ga8 F40,5.6417
Mg3(SO5)2,Mg12 S8 O40,0.8216
LiDy2Pt,Li1 Dy2 Pt1,0.0
LiCoPO4F,Li8 Co8 P8 O32 F8,0.3943000000000001
Re3S4Br3,Re12 S16 Br12,0.0
EuGePt,Ge4 Eu4 Pt4,0.06050000000000022
TiSi2,Ti2 Si4,0.0
Ho2CoGe2,Ho4 Co2 Ge4,0.0
KNdPdO3,K2 Nd2 Pd2 O6,0.6506000000000003
LaSn2Rh,La2 Sn4 Rh2,0.0
Cs2LiNdBr6,Cs2 Li1 Nd1 Br6,3.9972
VGaFeCo,V1 Ga1 Fe1 Co1,0.0
RbMnO4,O16 Mn4 Rb4,2.1315
Sm3Y,Sm6 Y2,0.0
PrI3O10,Pr2 I6 O20,0.8493999999999999
ZrTi2O,Zr2 Ti4 O2,0.0
HoCoRu,Ho2 Co2 Ru2,0.0
GdMn4(CuO4)3,Gd1 Mn4 Cu3 O12,0.0
Fe4O7F,Fe8 O14 F2,0.0
NbMoO4,Nb1 Mo1 O4,0.055299999999999905
Mg2NiH4,Mg16 Ni8 H32,1.2780000000000005
Ti4NiS8,Ti4 Ni1 S8,0.0
P7H54Ir2C18ClF6,P14 H108 Ir4 C36 Cl2 F12,1.0304
YbEuCd2,Yb1 Eu1 Cd2,0.0
AuBr,Au4 Br4,1.9716000000000002
KZrPCO7,K2 Zr2 P2 C2 O14,3.8916000000000004
PrCd11,Pr3 Cd33,0.0
Li2CrFeO4,Li6 Cr3 Fe3 O12,1.9890999999999996
KBa(FeAs)4,K1 Ba1 Fe4 As4,0.0
InBi37Br48,In2 Bi74 Br96,1.3903
Cr3N4,Cr6 N8,0.0
NaTl3,Na2 Tl6,0.0
Na3Li3Fe2P2(CO7)2,Na3 Li3 Fe2 P2 C2 O14,3.7557
Bi17P5Pb5O43,Bi17 P5 Pb5 O43,2.4694
Rb2TlSbBr6,Rb2 Tl1 Sb1 Br6,1.1629
TiVZn(PO4)3,Ti2 V2 Zn2 P6 O24,0.07140000000000013
Li3CrO4,Li12 Cr4 O16,0.6230999999999998
H7NO6,H28 N4 O24,3.6449
Gd3SbO7,Gd6 Sb2 O14,2.5326999999999997
SiCCl3,Si6 C6 Cl18,3.4113999999999995
TeMoWSe2S,Te2 Mo2 W2 Se4 S2,0.0
K4Ba(SiO3)3,K8 Ba2 Si6 O18,4.2288
SmZnGe,Sm4 Zn4 Ge4,0.0
Mg3CuO4,Mg3 Cu1 O4,0.0
LiAlVO4,Li4 Al4 V4 O16,1.709
Si3Pb11O17,Si12 Pb44 O68,2.0316
Na3NiO3,Na6 Ni2 O6,1.6847
ThSc2(BRh)12,Th2 Sc4 B24 Rh24,0.0
Sm11In9Ni4,Sm11 In9 Ni4,0.0
Li5MnO3F,Li20 Mn4 O12 F4,2.0827999999999998
K3Mn4O8,K12 Mn16 O32,0.4041999999999999
K2Zn6O7,K4 Zn12 O14,0.7861
BaSrMg14,Ba1 Sr1 Mg14,0.0
Y5U2O12,Y15 U6 O36,0.08979999999999944
MnF3,Mn6 F18,0.3873
Mg14MnAlO16,Mg14 Mn1 Al1 O16,0.14509999999999934
In11Cu9Se20,In11 Cu9 Se20,0.0
K3Mg4(Si2O7)2,K3 Mg4 Si4 O14,0.0
AcIn3,Ac2 In6,0.0
Rb2YAgI6,Rb2 Y1 Ag1 I6,2.4884999999999997
NaLi2MnPCO7,Na4 Li8 Mn4 P4 C4 O28,3.5574000000000003
HoFe4(CuO4)3,Ho1 Fe4 Cu3 O12,0.0
NaLiSi2H4O7,Na2 Li2 Si4 H8 O14,4.8304
Li4Ni3P4O15,Li16 Ni12 O60 P16,3.7007000000000003
KSc(MoO4)2,O8 K1 Sc1 Mo2,3.6132
Si2MoO6,Si4 Mo2 O12,1.7126000000000001
Co2SiGe,Co4 Si2 Ge2,0.018199999999999328
NaGdSe2,Na1 Gd1 Se2,1.3585
Eu5Si(Cl3O2)2,Eu10 Si2 Cl12 O8,0.7065999999999999
DyIn2Pd,Dy10 In20 Pd10,0.0
Ba2CaNbO6,Ba2 Ca1 Nb1 O6,0.0
Ce6Ni6P17,Ce6 Ni6 P17,0.0
Hg3PClO4,Hg12 P4 Cl4 O16,2.3788
LiEuAs,Li4 Eu4 As4,0.0
Li(Co3P2)2,Li1 P4 Co6,0.0
Li2Mn2F7,Li4 Mn4 F14,0.45840000000000003
Li8Mn7Fe(BO3)8,Li8 Mn7 Fe1 B8 O24,2.9747000000000003
Y2Fe3Si5,Y8 Fe12 Si20,0.0
ErMgIn,Er3 Mg3 In3,0.0
CaMg6CdO8,Ca1 Mg6 Cd1 O8,1.641
PmPrTl2,Pm1 Pr1 Tl2,0.0
BaH2,Ba2 H4,1.9804000000000002
NaB3SeO7,Na4 B12 Se4 O28,4.4972
BaCeO3,O6 Ba2 Ce2,2.2279
Fe(IO3)3,O18 Fe2 I6,2.4612000000000003
V20As11,V20 As11,0.0
Li2Mg,Li8 Mg4,0.0
Mg(CrS2)4,Mg1 Cr4 S8,0.0
Ac2CuGe,Ac2 Cu1 Ge1,0.0
SmSn3Ru,Sm8 Sn24 Ru8,0.0
Ca4(PPd)5,P10 Ca8 Pd10,0.0
CrO2,Cr4 O8,0.16930000000000023
Na4Bi2C4SO16,Na8 Bi4 C8 S2 O32,1.1441
Nd5Mg,Nd5 Mg1,0.0
Ti4Fe(PO4)6,Ti4 Fe1 P6 O24,2.4928
Dy3Ni7B2,B4 Ni14 Dy6,0.0
LaO3,La2 O6,2.3416
InGaS3,Ga6 In6 S18,2.3988
LiCr2P3O13,Li2 Cr4 P6 O26,1.0714000000000001
Rb(WO3)6,Rb2 W12 O36,0.0
CdBiS2Cl,Cd4 Bi4 S8 Cl4,1.9160000000000004
Cs2YAuBr6,Cs2 Y1 Au1 Br6,1.65
AlH15(NF)6,Al4 F24 N24 H60,5.5093000000000005
Mg2Sb3,Mg2 Sb3,0.0
Ca5P3ClO12,Ca20 P12 Cl4 O48,5.4052
Li2V3CoO8,Li2 V3 Co1 O8,0.0
KLiTm2(MoO4)4,K2 Li2 Tm4 Mo8 O32,3.2299
Mg149Nb,Mg149 Nb1,0.11850000000000005
KDyP2H4O9,K4 Dy4 P8 H16 O36,4.6441
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.3631000000000002
Mg3CdO4,Mg3 Cd1 O4,1.3725000000000005
Ba5Nb4O15,O15 Nb4 Ba5,2.5991
Ti3O,Ti12 O4,0.0
CeCoSi2Rh,Ce1 Co1 Si2 Rh1,0.0
SrAgGe,Sr5 Ag5 Ge5,0.0
Ce,Ce1,0.0
H2,H2,6.593999999999999
Zr5InPb3,Zr10 In2 Pb6,0.0
EuCl2,Cl8 Eu4,1.2143999999999995
BaGa4O7,Ba2 Ga8 O14,2.3813
LiBeH3,H18 Li6 Be6,4.8344000000000005
Ho2RuRh,Ho2 Ru1 Rh1,0.0
YMg14CoO16,Y1 Mg14 Co1 O16,0.2705000000000002
Li3Fe8(BO3)8,Li3 Fe8 B8 O24,1.2724000000000002
Sr3LaNb3O12,Sr3 La1 Nb3 O12,3.0929
Co3P4H48(NO15)2,Co3 P4 H48 N2 O30,3.2182999999999997
Mg7(SiO4)4,Mg7 Si4 O16,0.0
Li3MnPCO7,Li12 Mn4 P4 C4 O28,4.1018
V3Zn2O8,V3 Zn2 O8,1.5222000000000002
NpSi2,Np2 Si4,0.0
SrLaCrO4,Sr1 La1 Cr1 O4,2.0541
BaTa2Bi2O9,O9 Ba1 Ta2 Bi2,1.9158
Li3Ni3TeO8,Li3 Ni3 Te1 O8,0.0
Li2Ti(FeO3)2,Li6 Ti3 Fe6 O18,1.7930000000000001
Sr2ZnGa,Sr2 Zn1 Ga1,0.0
HoMg(NiO3)2,Ho2 Mg2 Ni4 O12,0.0
K2Li3FeO4,Li12 O16 K8 Fe4,3.0917
Mg14CoSnO16,Mg14 Co1 Sn1 O16,0.0
Dy(CoGe)2,Co2 Ge2 Dy1,0.0
DySi2Rh3,Si2 Rh3 Dy1,0.0
Ho2MgAl,Ho2 Mg1 Al1,0.0
La5CuGe3,La10 Cu2 Ge6,0.0
MnH2SO5,Mn2 H4 S2 O10,3.7724
Na3YSi2O7,Na18 Y6 Si12 O42,4.0004
Mn2CrCo,Mn2 Cr1 Co1,0.0
Ba2MgCuBi2F14,Ba4 Mg2 Cu2 Bi4 F28,1.1662
LiAg5F12,Li1 Ag5 F12,0.0
Dy(Al5Re)2,Dy4 Al40 Re8,0.0
Lu2Mn17C3,Lu4 Mn34 C6,0.0
Li6V9(PO4)8,Li6 V9 P8 O32,1.6734999999999998
HoAlNi,Ho4 Al4 Ni4,0.0
Ca2VN2,Ca4 V2 N4,0.0
Cs2CdSn3Se8,Cs8 Cd4 Sn12 Se32,1.3626999999999998
Nd6AlFe13,Nd12 Al2 Fe26,0.0
La2Ga7Co,La2 Ga7 Co1,0.0
Zr2Te,Zr24 Te12,0.0
RbMgF3,Mg6 F18 Rb6,6.6647
Li4VCr3O8,Li8 V2 Cr6 O16,2.0140000000000002
PRhS,P4 Rh4 S4,1.6057999999999995
Er2CoGe6,Er2 Co1 Ge6,0.0
GdIn2Ni9,Gd2 In4 Ni18,0.0
CeZnAgP2,Ce1 Zn1 Ag1 P2,0.006999999999999673
KRbMn2Ga4P6(H2O7)4,K1 Rb1 Mn2 Ga4 P6 H8 O28,3.3383000000000003
In2CuAgSe4,In2 Cu1 Ag1 Se4,0.08210000000000006
Yb2SnPd2,Yb4 Sn2 Pd4,0.0
Cr2O3,Cr4 O6,2.4365
Be4CoGe,Be4 Co1 Ge1,0.0
Pr3Co4Sn13,Pr6 Co8 Sn26,0.0
TiHg,Ti2 Hg2,0.0
RbLu3F10,Rb4 Lu12 F40,6.7502
Li6MnV3(PO4)6,Li12 Mn2 V6 P12 O48,0.45100000000000007
LuRe2,Lu4 Re8,0.0
V9Cr3B8,V9 Cr3 B8,0.0
Li5Ti7In(PO4)12,Li5 Ti7 In1 P12 O48,2.4695
CoNiTe4,Co1 Ni1 Te4,0.0
CdCu3NiSe4,Cd1 Cu3 Ni1 Se4,0.0
Li3VSiBO7,Li6 V2 Si2 B2 O14,1.5995
Ta2H,Ta2 H1,0.0
LiMgCr3(SO4)6,Li1 Mg1 Cr3 S6 O24,2.4161
HfTlCdF7,Hf2 Tl2 Cd2 F14,5.0599
VS2N3Cl2,V2 S4 N6 Cl4,0.8613
HoCuPbSe3,Cu4 Se12 Ho4 Pb4,1.1874000000000002
K11(In2Bi3)3,K22 In12 Bi18,0.03130000000000033
LiEuSb,Li4 Eu4 Sb4,0.0
GaHg2SbCl4,Ga8 Hg16 Sb8 Cl32,0.8072
Sr8Ru7O24,Sr24 Ru21 O72,0.0
TlV5S8,Tl1 V5 S8,0.0
HfBeIr2,Hf1 Be1 Ir2,0.0
MnZn5(BO5)2,Mn2 Zn10 B4 O20,0.0
TmRh3,Tm1 Rh3,0.0
NdSmTl2,Nd1 Sm1 Tl2,0.0
Rb2Mo9S11,S22 Rb4 Mo18,0.0
U2Cu2As3O,U4 Cu4 As6 O2,0.0
CrGaFe2,Cr1 Fe2 Ga1,0.0
CeMg2,Ce4 Mg8,0.0
K4Fe4(PO4)5,K8 Fe8 P10 O40,0.0
Mn3(OF2)2,Mn6 O4 F8,0.0
Dy2P4O13,Dy4 P8 O26,5.3785
Ta2As,Ta24 As12,0.0
Rb(WO3)3,Rb2 W6 O18,0.0
Eu3Ti2O7,Eu3 Ti2 O7,0.0
LiCaPO4,Li6 O24 P6 Ca6,5.1799
Be3Tl2Zn2F12,Be12 Tl8 Zn8 F48,5.4716
Sb2Pt,Sb8 Pt4,0.0
MgSn(GeO3)2,Mg2 Sn2 Ge4 O12,2.2264000000000004
Ce2Fe20Si2C,Ce2 Fe20 Si2 C1,0.0
HfCoP,Hf4 Co4 P4,0.06780000000000097
Eu3S4,Eu6 S8,0.0
CsAsO3,Cs2 As2 O6,2.2278
Ti3ZnP3O13,Ti6 Zn2 P6 O26,0.0
EuNi4B,Eu2 Ni8 B2,0.0
Sr3Mg,Sr3 Mg1,0.0
Mn15NiO32,Mn15 Ni1 O32,1.1139000000000001
UNb3O10,O20 Nb6 U2,0.0
PrCd6,Pr12 Cd72,0.11529999999999996
Bi4O5F2,Bi8 O10 F4,3.0917999999999997
Nd2PbS4,Nd4 Pb2 S8,2.0293
PrYMg6,Pr1 Y1 Mg6,0.0
RbSm2Ag3Se5,Se10 Rb2 Ag6 Sm4,1.0495999999999999
PrEu3,Pr2 Eu6,0.0
ScZnPd2,Sc1 Zn1 Pd2,0.0
LiLa4MnO8,Li1 La4 Mn1 O8,1.6309000000000005
La4Ag2Se7,La8 Ag4 Se14,1.5201000000000002
La2B3Br,La8 B12 Br4,0.0
Li(FeO2)2,Li2 Fe4 O8,0.0
Fe3NiAs8,Fe3 Ni1 As8,0.0
SmMg5,Sm1 Mg5,0.0
AlSi3O8,Al2 Si6 O16,0.0
Nd2MgSi2,Nd4 Mg2 Si4,0.0
BeGaRh2,Be1 Ga1 Rh2,0.0
Tb(AlC)3,Tb2 Al6 C6,0.0
YbH2ClO2,Yb2 H4 Cl2 O4,0.0
Li3BiO4,Li6 Bi2 O8,1.3994999999999997
TaNO,N4 O4 Ta4,1.9319999999999995
Mg6CuSn,Mg6 Cu1 Sn1,0.0
TiTlCuTe3,Ti2 Cu2 Te6 Tl2,0.027900000000000702
Na3CuPCO7,Na6 Cu2 P2 C2 O14,0.1440999999999999
Sr8Fe7CoO24,Sr8 Fe7 Co1 O24,0.0
Cr2Hg2H2O9,Cr4 Hg4 H4 O18,2.1669
ErBiPd,Er1 Bi1 Pd1,0.0
Ca2MnAl2Si3HO13,Ca4 Mn2 Al4 Si6 H2 O26,1.1021999999999994
Li2B2H9N,Li16 B16 H72 N8,4.6367
Zr5Si6H36C12(Br10O3)2,Zr10 Si12 H72 C24 Br40 O12,2.1818999999999997
CsPdBr3,Cs1 Pd1 Br3,0.0
BaSrY4(CuO5)2,Ba2 Sr2 Y8 Cu4 O20,0.11070000000000002
CsNdHgSe3,Cs2 Nd2 Hg2 Se6,1.3561000000000003
Li4V3P8O29,Li8 V6 P16 O58,1.0256
NaMnPCO7,Na4 Mn4 P4 C4 O28,0.9158999999999999
Ca2EuBeO5,Ca8 Eu4 Be4 O20,0.0
NaSrB5O9,Na4 Sr4 B20 O36,5.2309
TmCdNi4,Tm1 Cd1 Ni4,0.0
Yb2TiO5,Yb8 Ti4 O20,0.0
Li4MnCo2O7,Li8 Mn2 Co4 O14,0.9765000000000001
Ba4MgTa10O30,Ba4 Mg1 Ta10 O30,2.4138
CsYbCoSe3,Yb2 Cs2 Co2 Se6,0.0
Li6Ti(BO3)3,Li24 Ti4 B12 O36,0.025700000000000056
La(HO)3,La2 H6 O6,3.7571
Mg14MnCr,Mg14 Mn1 Cr1,0.0
Rb2ScAgCl6,Rb2 Sc1 Ag1 Cl6,3.2586
Na(GeAs)6,Na1 Ge6 As6,0.0
Li3Mn2(PO4)3,Li12 Mn8 P12 O48,0.8770000000000002
KNaP2H2O7,K4 Na4 P8 O28 H8,5.2201
HfGaRu2,Hf1 Ga1 Ru2,0.0
CePtRh,Ce2 Pt2 Rh2,0.0
Ti2AlMo,Ti2 Al1 Mo1,0.0
Li7V(O2F)2,Li14 V2 O8 F4,1.9660000000000002
Fe2MoP12,P48 Fe8 Mo4,0.0045999999999999375
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.3496999999999999
Li2NiCSO7,Li4 Ni2 C2 S2 O14,3.4721
HC2N3,H12 C24 N36,2.5236
Li2MgAg,Li2 Mg1 Ag1,0.0
Nb3AlCr8,Nb3 Al1 Cr8,0.0
Li5TaO5,Li5 Ta1 O5,3.7142999999999997
Li3LaNiO4,Li12 La4 Ni4 O16,2.5876
VCoO3,V2 Co2 O6,1.2658
VO,V2 O2,0.7831999999999999
VOF,V4 O4 F4,1.5286000000000004
MnH4(SO5)2,Mn2 H8 S4 O20,0.7624
K15Mo7N19,K30 Mo14 N38,1.2845
B6P2H14N2O19,B6 P2 H14 N2 O19,1.0976
Li3Fe3TeO8,Li3 Fe3 Te1 O8,1.2469000000000001
EuPPt,Eu2 P2 Pt2,0.0
LaY3Sc4O12,La1 Y3 Sc4 O12,4.208600000000001
MoRh,Mo1 Rh1,0.0
Li7Mn4CoO12,Li7 Mn4 Co1 O12,0.4276
Ca3Dy,Ca6 Dy2,0.0
Cs3As2Cl9,Cs3 As2 Cl9,2.6361
Pb2WO5,O10 W2 Pb4,3.0894000000000004
CsLu(MoO4)2,Cs1 Lu1 Mo2 O8,4.0113
Na3Np(HO3)2,Na6 Np2 H4 O12,1.4763000000000002
Mg(GaO2)2,O8 Mg2 Ga4,3.1080999999999994
CaCo3O7,Ca8 Co24 O56,0.24750000000000005
Na2ZrSi6(HO3)6,Na8 Zr4 Si24 H24 O72,4.9388
Li6V3Cr(PO4)6,Li6 V3 Cr1 P6 O24,1.9505000000000003
Na3HfF8,Na3 Hf1 F8,0.0
Li6Fe5CuO12,Li6 Fe5 Cu1 O12,0.0
BaAlSn,Ba1 Al1 Sn1,0.0
Li4H4Rh,H4 Li4 Rh1,0.0
Li2Si4NiO10,Li8 Si16 Ni4 O40,3.8893999999999997
GdTiGe,Ti2 Ge2 Gd2,0.05289999999999928
Te3MoWSe,Te6 Mo2 W2 Se2,0.33389999999999986
SrSm2BeO5,Sr4 Sm8 Be4 O20,3.8543
ZrAlOs,Zr4 Al4 Os4,0.0
Li17Cr6(Si2O7)6,Li17 Cr6 Si12 O42,0.3748
Ti3P6WO24,Ti3 P6 W1 O24,2.5217
Cr2Bi3O11,Cr8 Bi12 O44,0.0
MgAg3,Mg1 Ag3,0.0
KLi2(RuO2)6,K1 Li2 Ru6 O12,0.0
CuI,Cu4 I4,1.1641000000000004
Fe4O3F5,Fe8 O6 F10,1.2504000000000002
Li5CoO4,Li40 Co8 O32,1.6006000000000002
K2EuAuCl6,Eu1 K2 Au1 Cl6,0.0
PrSiRu,Si2 Ru2 Pr2,0.0
Ba2Ce2Ti2Fe(Si4O13)2,Ba2 Ce2 Ti2 Fe1 Si8 O26,0.0048000000000003595
Li2AlNiO4,Li4 Al2 Ni2 O8,1.3815
Sr3(AsO4)2,Sr3 As2 O8,3.7859999999999996
Sm3Er,Sm6 Er2,0.0
CaTb2O4,Tb4 Ca2 O8,4.032
Na7SbO6,Na7 Sb1 O6,1.7517
Y2MgS4,Y4 Mg2 S8,1.7768000000000002
Li2SbS2,Li16 Sb8 S16,1.4659
SmH18(BrO6)3,Sm2 H36 Br6 O36,4.4968
TiMn4O10,Ti4 Mn16 O40,1.4752999999999998
ThPa3,Th1 Pa3,0.0
Nd2H5,Nd4 H10,0.0
Nd2(Ga3Co)3,Nd4 Ga18 Co6,0.0
Fe2Mo,Fe8 Mo4,0.0
VF5,V4 F20,3.2670000000000003
NiH2SO5,Ni2 H4 S2 O10,3.9322
Co3P4O15,Co12 P16 O60,0.0
Ba2Co2F11,Ba6 Co6 F33,0.0
Li13Sn5,Li13 Sn5,0.0
Na19Zr11S30,Na19 Zr11 S30,0.0
Mg(NiO2)2,Mg2 Ni4 O8,0.2898999999999998
ErTiSi,Si2 Ti2 Er2,0.0
Si4SnH35(C6N)2,Si16 Sn4 H140 C48 N8,3.0660999999999996
Li2Ti(PO3)5,Li4 Ti2 P10 O30,0.2219000000000002
Ti,Ti1,0.0
TmAgTe2,Tm1 Ag1 Te2,1.1332000000000004
Li3Ti2(PO4)3,Li12 Ti8 P12 O48,0.002500000000000391
LiLuPd2,Li1 Lu1 Pd2,0.0
Ca3Lu2(GeO4)3,Ca12 Lu8 Ge12 O48,3.2977
ZrSnH4NF7,Zr4 Sn4 H16 N4 F28,4.0728
